time,market,code,type,amount,price,opt
2023-11-01 14:48:41.346437,SA, 159928,B,*,0.914,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
2023-11-01 14:48:43.358942,HA, 515170,B,*,0.674,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
