time,market,code,type,amount,price,opt
2023-08-28 14:46:11.763754,SA, 159819,S,*,0.771,来源: ETM; 卖出该计划导致持有的所有份数
2023-08-28 14:46:16.002653,SA, 159998,S,*,0.849,来源: ETM; 卖出该计划导致持有的所有份数
2023-08-28 14:46:21.545826,HA, 515790,S,*,1.042,来源: ETM; 卖出该计划导致持有的所有份数
