time,market,code,type,amount,price,opt
2023-10-12 14:47:11.731863,SA, 159939,B,*,0.549,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
2023-10-12 14:47:12.623657,SA, 159997,B,*,0.935,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
2023-10-12 14:47:13.695915,HA, 515000,B,*,1.217,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
2023-10-12 14:47:14.697481,HA, 515050,B,*,0.95,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
