time,market,code,type,amount,price,opt
2023-11-23 14:46:37.746299,SA, 159985,S,*,2.261,来源: ETM; 卖出该计划导致持有的所有份数
2023-11-23 14:47:55.480868,HA, 518880,S,*,4.494,来源: ETM; 卖出该计划导致持有的所有份数
