time,market,code,type,amount,price,opt
2023-11-27 14:46:34.950418,SA, 159949,S,*,0.799,来源: ETM; 卖出该计划导致持有的所有份数
2023-11-27 14:46:56.732256,HA, 512170,S,*,0.41,来源: ETM; 卖出该计划导致持有的所有份数
