time,market,code,type,amount,price,opt
2023-07-21 14:47:02.846605,SA, 159915,S,*,2.108,来源: ETM; 卖出该计划导致持有的所有份数
2023-07-21 14:47:16.431746,HA, 515050,S,*,1.012,来源: ETM; 卖出该计划导致持有的所有份数
2023-07-21 14:47:19.729987,HA, 515790,S,*,1.161,来源: ETM; 卖出该计划导致持有的所有份数
