time,market,code,type,amount,price,opt
2023-10-19 14:46:11.585692,SA, 159819,S,*,0.744,来源: ETM; 卖出该计划导致持有的所有份数
2023-10-19 14:46:18.597571,HA, 515050,S,*,0.893,来源: ETM; 卖出该计划导致持有的所有份数
2023-10-19 14:46:20.930784,HA, 515880,S,*,1.047,来源: ETM; 卖出该计划导致持有的所有份数
