time,market,code,type,amount,price,opt
2023-11-28 14:47:14.398822,HA, 515000,S,*,1.185,来源: ETM; 卖出该计划导致持有的所有份数
2023-11-28 14:47:33.740063,HA, 515790,S,*,0.884,来源: ETM; 卖出该计划导致持有的所有份数
2023-11-28 14:49:10.552138,HA, 516110,B,*,1.112,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
