time,market,code,type,amount,price,opt
2023-08-14 14:47:07.256862,HA, 512170,S,*,0.414,来源: ETM; 卖出该计划导致持有的所有份数
2023-08-14 14:47:10.521923,HA, 512690,S,*,0.804,来源: ETM; 卖出该计划导致持有的所有份数
2023-08-14 14:47:16.372097,HA, 515030,S,*,1.472,来源: ETM; 卖出该计划导致持有的所有份数
