time,market,code,type,amount,price,opt
2023-06-13 14:47:07.459559,SA, 159869,B,*,1.565,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
2023-06-13 14:47:18.907732,HA, 512980,B,*,0.976,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
