time,market,code,type,amount,price,opt
2023-07-26 14:48:08.488894,HA, 512010,B,*,0.44,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
2023-07-26 14:48:31.723384,HA, 515080,B,*,1.484,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
