time,market,code,type,amount,price,opt
2023-08-04 14:48:33.640207,HA, 515030,B,*,1.549,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
2023-08-04 14:49:00.949341,SA, 159915,B,*,2.211,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
