time,market,code,type,amount,price,opt
2023-11-24 14:47:05.630642,HA, 512760,S,*,0.934,来源: ETM; 卖出该计划导致持有的所有份数
2023-11-24 14:49:04.806102,HA, 515220,B,*,2.311,来源: ETM-X; 注意仓位控制 买入金额不该超过总金额的 1/10
