time,market,code,type,amount,price,opt
2023-12-01 14:46:19.828491,SA, 159905,S,*,1.812,来源: ETM; 卖出该计划导致持有的所有份数
2023-12-01 14:47:06.002727,HA, 515170,S,*,0.646,来源: ETM; 卖出该计划导致持有的所有份数
2023-12-01 14:47:18.672935,HA, 516150,S,*,0.964,来源: ETM; 卖出该计划导致持有的所有份数
